OG0000000	GO:0005576	S-protein homolog OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold299G002420 PE=3 SV=1
OG0000009	EC:2.1.1
OG0000010	GO:0005634	Protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold63G00430 PE=4 SV=1
OG0000010	GO:0046872
OG0000013	GO:0005634	Proline-, glutamic acid-and leucine-rich protein 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold475G002010 PE=3 SV=1
OG0000013	GO:0006364
OG0000014	GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G232490 PE=4 SV=1
OG0000014	GO:0019898
OG0000014	GO:0043231
OG0000014	GO:0006623
OG0000014	GO:0006869
OG0000014	GO:0045053
OG0000015	GO:0004471	Malic enzyme OS=Cucumis melo OX=3656 GN=LOC103499065 PE=3 SV=1
OG0000015	GO:0006090
OG0000015	GO:0006108
OG0000015	EC:1.1.1.38
OG0000015	EC:1.1.1.39
OG0000016	GO:0004180	Carboxypeptidase Y-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold16G002020 PE=4 SV=1
OG0000016	EC:3.4
OG0000019	GO:0016020	Periaxin-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold675G00590 PE=4 SV=1
OG0000020	GO:0008234	Ulp1-like peptidase OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold270G002050 PE=3 SV=1
OG0000020	GO:0019538
OG0000020	EC:3.4
OG0000022	GO:0005737	serine/threonine-protein kinase SRK2B-like isoform X1 OS=Cucumis melo OX=3656 GN=LOC103486040 PE=3 SV=1
OG0000022	GO:0004674
OG0000022	GO:0005524
OG0000022	GO:0035556
OG0000022	EC:2.7.11.1
OG0000023	GO:0046910	PMEI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G307340 PE=4 SV=1
OG0000025	GO:0005777	3-hydroxyacyl-CoA dehydrogenase OS=Vigna unguiculata OX=3917 GN=DEO72_LG2g313 PE=3 SV=1
OG0000025	GO:0003857
OG0000025	GO:0004165
OG0000025	GO:0008692
OG0000025	GO:0018812
OG0000025	GO:0070403
OG0000025	GO:0006635
OG0000025	EC:4.2.1.74
OG0000025	EC:1.1.1.35
OG0000025	EC:5.3.3.8
OG0000025	EC:4.2.1.17
OG0000025	EC:5.1.2.3
OG0000026	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000026	GO:0016853
OG0000026	GO:0006270
OG0000026	GO:0007095
OG0000026	GO:0033314
OG0000026	EC:5
OG0000028	GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G110080 PE=4 SV=1
OG0000028	GO:0004674
OG0000028	GO:0005524
OG0000028	GO:0030247
OG0000028	GO:0007166
OG0000028	EC:2.7.11.1
OG0000030	GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G232490 PE=4 SV=1
OG0000030	GO:0016020
OG0000030	GO:0043231
OG0000030	GO:0006623
OG0000030	GO:0006869
OG0000030	GO:0045053
OG0000031	GO:0016874	HECT-type E3 ubiquitin transferase OS=Cucumis melo OX=3656 GN=LOC103497770 PE=4 SV=1
OG0000031	GO:0061630
OG0000031	GO:0000209
OG0000031	GO:0006511
OG0000031	EC:6
OG0000031	EC:2.3.2
OG0000032	GO:0005739	Peptide chain release factor 1 OS=Hibiscus syriacus OX=106335 GN=F3Y22_tig00110356pilonHSYRG00209 PE=3 SV=1
OG0000032	GO:0009507
OG0000032	GO:0003747
OG0000032	GO:0009658
OG0000032	GO:0010027
OG0000032	GO:0032544
OG0000032	GO:0070126
OG0000033	GO:0004470	Malic enzyme OS=Thalictrum thalictroides OX=46969 GN=FRX31_016273 PE=4 SV=1
OG0000033	GO:0016616
OG0000033	GO:0019752
OG0000033	EC:1.1.1
OG0000034	GO:0005615	SCP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G381130 PE=4 SV=1
OG0000034	GO:0016020
OG0000036	GO:0032580	UDP-glucuronate decarboxylase OS=Cucumis melo OX=3656 GN=LOC103497844 PE=3 SV=1
OG0000036	GO:0048040
OG0000036	GO:0070403
OG0000036	GO:0033320
OG0000036	GO:0042732
OG0000036	EC:4.1.1.35
OG0000037	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X2 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold207G00240 PE=4 SV=1
OG0000037	GO:0016853
OG0000037	GO:0006270
OG0000037	GO:0007095
OG0000037	GO:0033314
OG0000037	EC:5
OG0000038	GO:0000228	meiotic recombination protein SPO11-1 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103501238 PE=3 SV=1
OG0000038	GO:0003677
OG0000038	GO:0003918
OG0000038	GO:0005524
OG0000038	GO:0046872
OG0000038	GO:0000706
OG0000038	GO:0000724
OG0000038	GO:0007129
OG0000038	GO:0007131
OG0000038	GO:0042138
OG0000038	EC:5.6.2.2
OG0000039	GO:0005739	Complex1_49kDa domain-containing protein OS=Lupinus albus OX=3870 GN=Lal_00002471 PE=3 SV=1
OG0000039	GO:0009535
OG0000039	GO:0016651
OG0000039	GO:0048038
OG0000039	GO:0051287
OG0000039	GO:0006120
OG0000039	EC:1.6
OG0000040	GO:0003676	R3H domain-containing protein 2-like OS=Cucumis melo OX=3656 GN=LOC103489394 PE=4 SV=1
OG0000040	GO:0006012
OG0000041	GO:0000779	3-hydroxyacyl-CoA dehydrogenase OS=Vigna unguiculata OX=3917 GN=DEO72_LG2g313 PE=3 SV=1
OG0000041	GO:0005634
OG0000041	GO:0005739
OG0000041	GO:0005777
OG0000041	GO:0009535
OG0000041	GO:0003857
OG0000041	GO:0004165
OG0000041	GO:0008692
OG0000041	GO:0016651
OG0000041	GO:0018812
OG0000041	GO:0042393
OG0000041	GO:0048038
OG0000041	GO:0070403
OG0000041	GO:0006120
OG0000041	GO:0006635
OG0000041	GO:0007076
OG0000041	GO:0010032
OG0000041	EC:1.6
OG0000041	EC:4.2.1.74
OG0000041	EC:1.1.1.35
OG0000041	EC:5.3.3.8
OG0000041	EC:4.2.1.17
OG0000041	EC:5.1.2.3
OG0000042	GO:0000779	condensin-2 complex subunit D3 OS=Cucumis melo OX=3656 GN=LOC103497846 PE=4 SV=1
OG0000042	GO:0000796
OG0000042	GO:0005634
OG0000042	GO:0042393
OG0000042	GO:0007076
OG0000042	GO:0010032
OG0000043	GO:0005794	Small GTPase superfamily, Rab type OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold35G001080 PE=3 SV=1
OG0000043	GO:0005886
OG0000043	GO:0003924
OG0000043	GO:0005525
OG0000043	GO:0006886
OG0000043	GO:0016192
OG0000043	EC:3.6.1.15
OG0000044	GO:0005739	Maturase (Fragment) OS=Cucumis sativus OX=3659 GN=matR PE=4 SV=1
OG0000044	GO:0003964
OG0000044	GO:0006278
OG0000044	GO:0006315
OG0000044	GO:0090615
OG0000044	EC:2.7.7.49
OG0000045	GO:0010227	Proline-rich protein HaeIII subfamily 1-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold109G00050 PE=4 SV=1
OG0000046	GO:0000427	uncharacterized protein LOC103487613 OS=Cucumis melo OX=3656 GN=LOC103487613 PE=4 SV=1
OG0000046	GO:0005654
OG0000046	GO:0009534
OG0000046	GO:0003723
OG0000046	GO:0009658
OG0000046	GO:0009735
OG0000046	GO:0010017
OG0000046	GO:0042793
OG0000046	GO:0045893
OG0000047	GO:0046910	PMEI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G307340 PE=4 SV=1
OG0000048	GO:0004650	Exopolygalacturonase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold430G00230 PE=3 SV=1
OG0000048	GO:0005975
OG0000048	EC:3.2.1.15
OG0000049	GO:0005743	Cytochrome c oxidase subunit 2 OS=Cucumis melo subsp. melo OX=412675 GN=cox2 PE=3 SV=1
OG0000049	GO:0070469
OG0000049	GO:0004129
OG0000049	GO:0005507
OG0000049	GO:0042773
OG0000049	GO:1902600
OG0000049	EC:1.9
OG0000049	EC:7.1.1.9
OG0000051	GO:0005886	(1-
OG0000051	GO:0042973
OG0000051	GO:0005975
OG0000051	EC:3.2.1.39
OG0000053	GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G000030 PE=4 SV=1
OG0000053	GO:0016929
OG0000053	GO:0006508
OG0000053	GO:0016926
OG0000053	EC:3.4
OG0000054	GO:0004650	Exopolygalacturonase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold280G00600 PE=3 SV=1
OG0000054	GO:0005975
OG0000054	EC:3.2.1.15
OG0000055	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X2 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000055	GO:0016853
OG0000055	GO:0006270
OG0000055	GO:0007095
OG0000055	GO:0033314
OG0000055	EC:5
OG0000056	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X2 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold207G00240 PE=4 SV=1
OG0000056	GO:0016853
OG0000056	GO:0006270
OG0000056	GO:0007095
OG0000056	GO:0033314
OG0000056	EC:5
OG0000057	GO:0016020	phylloplanin-like OS=Cucumis melo OX=3656 GN=LOC103497845 PE=4 SV=1
OG0000059	GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G362650 PE=4 SV=1
OG0000059	GO:0016929
OG0000059	GO:0006508
OG0000059	GO:0016926
OG0000059	EC:3.4
OG0000060	GO:0008234	ULP_PROTEASE domain-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold204G00960 PE=3 SV=1
OG0000060	GO:0006508
OG0000060	EC:3.4
OG0000061	GO:0005634	Calmodulin-binding protein 60 G-like isoform X2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold16G004400 PE=3 SV=1
OG0000061	GO:0003700
OG0000061	GO:0005516
OG0000061	GO:0043565
OG0000061	GO:0006355
OG0000061	GO:0080142
OG0000062	GO:0000779	condensin-2 complex subunit D3 OS=Cucumis melo OX=3656 GN=LOC103497846 PE=4 SV=1
OG0000062	GO:0000796
OG0000062	GO:0005634
OG0000062	GO:0042393
OG0000062	GO:0007076
OG0000062	GO:0010032
OG0000063	GO:0004650	Exopolygalacturonase-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold295G00680 PE=3 SV=1
OG0000063	GO:0005975
OG0000063	EC:3.2.1.15
OG0000064	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold306G001320 PE=4 SV=1
OG0000064	GO:0000049
OG0000064	GO:0160102
OG0000064	GO:0032259
OG0000064	EC:2.1.1.214
OG0000065	GO:0005739	Cytochrome c oxidase subunit 3 OS=Salix viminalis OX=40686 GN=SVIM_LOCUS414828 PE=3 SV=1
OG0000065	GO:0016020
OG0000065	GO:0004129
OG0000065	GO:0046933
OG0000065	GO:0046961
OG0000065	GO:0006123
OG0000065	GO:0015986
OG0000065	GO:1902600
OG0000065	EC:7.1.2.2
OG0000065	EC:1.9
OG0000065	EC:6
OG0000065	EC:7.1.1.9
OG0000065	EC:7.2.2
OG0000066	GO:0004869	Cystatin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G459990 PE=4 SV=1
OG0000070	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000070	GO:0016853
OG0000070	GO:0006270
OG0000070	GO:0007095
OG0000070	GO:0033314
OG0000070	EC:5
OG0000071	GO:0008483	Aminotran_1_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G580750 PE=3 SV=1
OG0000071	GO:0016847
OG0000071	GO:0030170
OG0000071	GO:0009693
OG0000071	GO:0009835
OG0000071	GO:0042218
OG0000071	EC:2.6.1
OG0000071	EC:4.4.1.14
OG0000072	GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G453720 PE=3 SV=1
OG0000072	GO:0005737
OG0000072	GO:0005840
OG0000072	GO:0030687
OG0000072	GO:0003723
OG0000072	GO:0003735
OG0000072	GO:0000956
OG0000072	GO:0006364
OG0000072	GO:0042255
OG0000072	GO:0042273
OG0000073	GO:0005689	U11/U12 small nuclear ribonucleoprotein 31 kDa protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold360G00210 PE=4 SV=1
OG0000073	GO:0003723
OG0000073	GO:0008270
OG0000073	GO:0000398
OG0000074	GO:0005783	chaperone protein dnaJ 49 OS=Cucumis melo OX=3656 GN=LOC103497848 PE=4 SV=1
OG0000074	GO:0016020
OG0000074	GO:0009987
OG0000076	GO:0005634	Protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold63G00430 PE=4 SV=1
OG0000076	GO:0046872
OG0000077	GO:0004535	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000077	EC:3.1.15
OG0000077	EC:3.1.13.4
OG0000078	GO:0005689	U11/U12 small nuclear ribonucleoprotein 31 kDa protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold360G00210 PE=4 SV=1
OG0000078	GO:0003723
OG0000078	GO:0008270
OG0000078	GO:0000398
OG0000079	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase homolog OS=Cucumis melo OX=3656 GN=LOC103489693 PE=4 SV=1
OG0000079	GO:0000049
OG0000079	GO:0160102
OG0000079	GO:0032259
OG0000079	EC:2.1.1.214
OG0000080	GO:0035251	Glycosyltransferase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold123G00860 PE=3 SV=1
OG0000080	EC:2.4.1
OG0000081	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2 OS=Cucumis melo OX=3656 GN=LOC103504598 PE=3 SV=1
OG0000081	GO:0051087
OG0000081	GO:0030150
OG0000082	GO:0032580	UDP-glucuronate decarboxylase OS=Cucumis melo OX=3656 GN=LOC103497844 PE=3 SV=1
OG0000082	GO:0048040
OG0000082	GO:0070403
OG0000082	GO:0033320
OG0000082	GO:0042732
OG0000082	EC:4.1.1.35
OG0000083	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold306G001320 PE=4 SV=1
OG0000083	GO:0000049
OG0000083	GO:0160102
OG0000083	GO:0032259
OG0000083	EC:2.1.1.214
OG0000084	GO:0005730	ribosome biogenesis protein BRX1-like OS=Cucumis melo OX=3656 GN=LOC103492188 PE=3 SV=1
OG0000084	GO:0019843
OG0000084	GO:0006364
OG0000085	GO:0004535	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000085	GO:0044774
OG0000085	GO:0044818
OG0000085	EC:3.1.15
OG0000085	EC:3.1.13.4
OG0000088	GO:0004185	Serine carboxypeptidase-like 13 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002580 PE=3 SV=1
OG0000088	GO:0016747
OG0000088	GO:0006508
OG0000088	GO:0019748
OG0000088	EC:3.4.16
OG0000088	EC:2.3.1
OG0000089	GO:0005634	Putative serine/threonine-protein kinase nek2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold120G001550 PE=3 SV=1
OG0000089	GO:0016929
OG0000089	GO:0006508
OG0000089	GO:0016926
OG0000089	EC:3.4
OG0000090	GO:0005576	S-protein homolog OS=Cucumis sativus OX=3659 GN=Csa_5G017790 PE=3 SV=1
OG0000090	GO:0060320
OG0000092	GO:0030246	17 kDa phloem lectin OS=Cucumis sativus OX=3659 GN=Lec17-7 PE=4 SV=1
OG0000093	GO:0005684	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G428990 PE=3 SV=1
OG0000093	GO:0070274
OG0000093	GO:0003723
OG0000093	GO:0000398
OG0000094	GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G507400 PE=3 SV=1
OG0000094	GO:0031640
OG0000094	GO:0050832
OG0000095	GO:0005794	protein-tyrosine sulfotransferase isoform X3 OS=Cucumis melo OX=3656 GN=LOC103500982 PE=3 SV=1
OG0000095	GO:0016020
OG0000095	GO:0008476
OG0000095	GO:0017095
OG0000095	GO:0009733
OG0000095	GO:0010082
OG0000095	GO:0010366
OG0000095	GO:0010468
OG0000095	GO:0015015
OG0000095	GO:0019827
OG0000095	GO:0045087
OG0000095	GO:0055070
OG0000095	EC:2.8.2.20
OG0000096	GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G593690 PE=3 SV=1
OG0000096	GO:0006355
OG0000097	GO:0005634	Protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold265G002750 PE=4 SV=1
OG0000097	GO:0046872
OG0000100	GO:0005739	RF_PROK_I domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_7G394660 PE=3 SV=1
OG0000100	GO:0009507
OG0000100	GO:0016149
OG0000100	GO:0009658
OG0000100	GO:0010027
OG0000100	GO:0032544
OG0000100	GO:0070126
OG0000101	GO:0016301	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G374890 PE=4 SV=1
OG0000101	EC:2.7
OG0000102	GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_1G408740 PE=4 SV=1
OG0000103	GO:0005634	NADH dehydrogenase
OG0000103	GO:0005743
OG0000103	GO:0032981
OG0000104	GO:0016020	40S ribosomal protein S5 OS=Cucumis melo OX=3656 GN=LOC103501740 PE=3 SV=1
OG0000104	GO:0022627
OG0000104	GO:0003729
OG0000104	GO:0003735
OG0000104	GO:0019843
OG0000104	GO:0000028
OG0000104	GO:0006412
OG0000105	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold306G001310 PE=4 SV=1
OG0000105	GO:0000049
OG0000105	GO:0160102
OG0000105	GO:0032259
OG0000105	EC:2.1.1.214
OG0000106	GO:0000786	Histone H3 OS=Nicotiana sylvestris OX=4096 GN=LOC104241334 PE=3 SV=1
OG0000106	GO:0005634
OG0000106	GO:0010369
OG0000106	GO:0003677
OG0000106	GO:0030527
OG0000106	GO:0046982
OG0000107	GO:0046910	PMEI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G307340 PE=4 SV=1
OG0000109	GO:0022625	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G797610 PE=3 SV=1
OG0000109	GO:0003735
OG0000109	GO:0006412
OG0000110	GO:0005634	E3 ubiquitin-protein ligase RGLG1 isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold202G001970 PE=4 SV=1
OG0000110	GO:0004842
OG0000110	GO:0016874
OG0000110	GO:0016567
OG0000110	EC:6
OG0000110	EC:2.3.2
OG0000111	GO:0006952	Bet_v_1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G026190 PE=3 SV=1
OG0000112	GO:0003723	Protein ROOT PRIMORDIUM DEFECTIVE 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold360G00230 PE=4 SV=1
OG0000112	GO:0016787
OG0000112	EC:3
OG0000113	GO:0016602	CBFD_NFYB_HMF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_3G049440 PE=3 SV=1
OG0000113	GO:0000978
OG0000113	GO:0001228
OG0000113	GO:0046982
OG0000113	GO:0045944
OG0000114	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000114	GO:0016853
OG0000114	GO:0006270
OG0000114	GO:0007095
OG0000114	GO:0033314
OG0000114	EC:5
OG0000115	GO:0000779	condensin-2 complex subunit D3 OS=Cucumis melo OX=3656 GN=LOC103497846 PE=4 SV=1
OG0000115	GO:0000796
OG0000115	GO:0005634
OG0000115	GO:0042393
OG0000115	GO:0007076
OG0000115	GO:0010032
OG0000116	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold306G001320 PE=4 SV=1
OG0000116	GO:0000049
OG0000116	GO:0160102
OG0000116	GO:0032259
OG0000116	EC:2.1.1.214
OG0000118	GO:0016020	Cytochrome P450 71A1-like isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold80G001200 PE=3 SV=1
OG0000118	GO:0004497
OG0000118	GO:0005506
OG0000118	GO:0016705
OG0000118	GO:0020037
OG0000118	EC:1.14
OG0000119	GO:0005789	FA_desaturase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_1G227450 PE=3 SV=1
OG0000119	GO:0004768
OG0000119	GO:0005506
OG0000119	GO:0009979
OG0000119	GO:0006636
OG0000119	GO:0042761
OG0000119	EC:1.14.19.1
OG0000120	GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_3G814320 PE=3 SV=1
OG0000120	GO:0005524
OG0000120	GO:0016887
OG0000120	GO:0140359
OG0000120	GO:0055085
OG0000120	EC:7.2.2
OG0000120	EC:3.6.1.15
OG0000121	GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_7G387770 PE=4 SV=1
OG0000121	GO:0009507
OG0000121	GO:0003729
OG0000121	GO:0140053
OG0000122	GO:0022627	40S ribosomal protein S14-2-like OS=Cucurbita maxima OX=3661 GN=LOC111495605 PE=3 SV=1
OG0000122	GO:0003735
OG0000122	GO:0000028
OG0000122	GO:0006412
OG0000123	GO:0005524	ABC transporter domain-containing protein (Fragment) OS=Nymphaea colorata OX=210225 GN=NYM_LOCUS53 PE=4 SV=1
OG0000123	GO:0016887
OG0000123	GO:0140359
OG0000123	GO:0055085
OG0000123	EC:7.2.2
OG0000123	EC:3.6.1.15
OG0000124	GO:0005576	Peroxidase OS=Cucumis sativus OX=3659 GN=Csa_7G419560 PE=3 SV=1
OG0000124	GO:0009505
OG0000124	GO:0009506
OG0000124	GO:0016020
OG0000124	GO:0020037
OG0000124	GO:0046872
OG0000124	GO:0140825
OG0000124	GO:0006979
OG0000124	GO:0042744
OG0000124	GO:0098869
OG0000124	EC:1.11.1.7
OG0000125	GO:0005774	V-type proton ATPase proteolipid subunit OS=Papaver somniferum OX=3469 GN=C5167_010269 PE=3 SV=1
OG0000125	GO:0033179
OG0000125	GO:0046961
OG0000125	GO:1902600
OG0000125	EC:7.2.2
OG0000126	GO:0022625	Ribosomal protein L15 OS=Cucumis sativus OX=3659 GN=Csa_3G112770 PE=3 SV=1
OG0000126	GO:0003729
OG0000126	GO:0003735
OG0000126	GO:0002181
OG0000127	GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_6G511800 PE=3 SV=1
OG0000128	GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2 OS=Cucumis melo OX=3656 GN=LOC103490112 PE=4 SV=1
OG0000128	GO:0046872
OG0000129	GO:0000228	meiotic recombination protein SPO11-1 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103501238 PE=3 SV=1
OG0000129	GO:0003677
OG0000129	GO:0003918
OG0000129	GO:0005524
OG0000129	GO:0046872
OG0000129	GO:0000706
OG0000129	GO:0000724
OG0000129	GO:0042138
OG0000129	GO:0051026
OG0000129	EC:5.6.2.2
OG0000130	GO:0071555	LRRNT_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G006180 PE=4 SV=1
OG0000131	GO:0022627	40S ribosomal protein S16-like OS=Cucurbita maxima OX=3661 GN=LOC111481879 PE=3 SV=1
OG0000131	GO:0003723
OG0000131	GO:0003735
OG0000131	GO:0000462
OG0000131	GO:0006412
OG0000132	GO:0000145	Exocyst subunit Exo70 family protein OS=Cucumis melo OX=3656 GN=LOC103500934 PE=3 SV=1
OG0000132	GO:0005546
OG0000132	GO:0006887
OG0000132	GO:0015031
OG0000133	GO:0005886	Protein UPSTREAM OF FLC OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold494G00080 PE=3 SV=1
OG0000133	GO:0051258
OG0000133	GO:0051302
OG0000133	GO:0090708
OG0000133	GO:2000067
OG0000134	GO:0009987	Phytosulfokine-beta OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold501G001000 PE=3 SV=1
OG0000135	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103487611 PE=4 SV=1
OG0000135	GO:0016853
OG0000135	GO:0006270
OG0000135	GO:0007095
OG0000135	GO:0033314
OG0000135	EC:5
OG0000136	GO:0000786	Histone H4 OS=Setaria italica OX=4555 GN=101768337 PE=3 SV=1
OG0000136	GO:0005634
OG0000136	GO:0003677
OG0000136	GO:0030527
OG0000136	GO:0046982
OG0000136	GO:0006334
OG0000137	GO:0005829	Tr-type G domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G176410 PE=3 SV=1
OG0000137	GO:0005840
OG0000137	GO:0009507
OG0000137	GO:0030286
OG0000137	GO:1990904
OG0000137	GO:0003746
OG0000137	GO:0003924
OG0000137	GO:0005525
OG0000137	GO:0043022
OG0000137	GO:0006414
