OG0000078	GO:0005689	U11/U12 small nuclear ribonucleoprotein 31 kDa protein
OG0000079	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase homolog
OG0000080	GO:0035251	Glycosyltransferase
OG0000081	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000082	GO:0032580	UDP-glucuronate decarboxylase
OG0000083	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein
OG0000084	GO:0005730	ribosome biogenesis protein BRX1-like
OG0000085	GO:0004535	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000088	GO:0004185	Serine carboxypeptidase-like 13
OG0000089	GO:0005634	Putative serine/threonine-protein kinase nek2
OG0000090	GO:0005576	S-protein homolog
OG0000092	GO:0030246	17 kDa phloem lectin
OG0000093	GO:0005684	Uncharacterized protein
OG0000094	GO:0016020	Uncharacterized protein
OG0000095	GO:0005794	protein-tyrosine sulfotransferase isoform X3
OG0000096	GO:0005634	Uncharacterized protein
OG0000097	GO:0005634	Protein ENHANCED DOWNY MILDEW 2
OG0000100	GO:0005739	RF_PROK_I domain-containing protein
OG0000101	GO:0016301	Uncharacterized protein
OG0000102	GO:0016020	Uncharacterized protein
OG0000103	GO:0005634	NADH dehydrogenase
OG0000104	GO:0016020	40S ribosomal protein S5
OG0000105	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein
OG0000106	GO:0000786	Histone H3
OG0000107	GO:0046910	PMEI domain-containing protein
OG0000109	GO:0022625	Uncharacterized protein
OG0000110	GO:0005634	E3 ubiquitin-protein ligase RGLG1 isoform X1
OG0000111	GO:0006952	Bet_v_1 domain-containing protein
OG0000112	GO:0003723	Protein ROOT PRIMORDIUM DEFECTIVE 1
OG0000113	GO:0016602	CBFD_NFYB_HMF domain-containing protein
OG0000114	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000115	GO:0000779	condensin-2 complex subunit D3
OG0000116	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein
OG0000118	GO:0016020	Cytochrome P450 71A1-like isoform X1
OG0000119	GO:0005789	FA_desaturase domain-containing protein
OG0000120	GO:0016020	Uncharacterized protein
OG0000121	GO:0005739	Uncharacterized protein
OG0000122	GO:0022627	40S ribosomal protein S14-2-like
OG0000123	GO:0005524	ABC transporter domain-containing protein (Fragment)
OG0000124	GO:0005576	Peroxidase
OG0000125	GO:0005774	V-type proton ATPase proteolipid subunit
OG0000126	GO:0022625	Ribosomal protein L15
OG0000127	GO:0005576	Uncharacterized protein
OG0000128	GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2
OG0000129	GO:0000228	meiotic recombination protein SPO11-1 isoform X1
OG0000130	GO:0071555	LRRNT_2 domain-containing protein
OG0000131	GO:0022627	40S ribosomal protein S16-like
OG0000132	GO:0000145	Exocyst subunit Exo70 family protein
OG0000133	GO:0005886	Protein UPSTREAM
OG0000134	GO:0009987	Phytosulfokine-beta
OG0000135	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000136	GO:0000786	Histone H4
OG0000137	GO:0005829	Tr-type G domain-containing protein
OG0000138	GO:0004471	Malic enzyme
OG0000139	GO:0005634	Ribonuclease H
OG0000140	GO:0008234	Uncharacterized protein
OG0000141	GO:0016020	RING-type domain-containing protein
OG0000142	GO:0016020	ABC transporter G family member 39-like
OG0000143	GO:0004650	Exopolygalacturonase-like
OG0000144	GO:0009733	Uncharacterized protein
OG0000145	GO:0008270	Ulp1-like peptidase
OG0000146	GO:0016020	G-type lectin S-receptor-like serine/threonine-protein kinase
OG0000147	GO:0004650	FAR1 domain-containing protein
OG0000148	GO:0046910	PMEI domain-containing protein
OG0000150	GO:0016020	cytochrome P450 71A1-like
OG0000151	GO:0005634	Uncharacterized protein
OG0000152	GO:0005634	GTP-binding nuclear protein
OG0000153	GO:0016020	Uncharacterized protein
OG0000154	GO:0004650	Uncharacterized protein
OG0000155	GO:0009733	Auxin-responsive protein SAUR23-like
OG0000156	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000157	GO:0043231	pentatricopeptide repeat-containing protein At4g35130, chloroplastic
OG0000161	GO:0005576	Ribonuclease T(2)
OG0000162	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase homolog
OG0000166	GO:0004497	7-ethoxycoumarin
OG0000167	GO:0000148	1,3-beta-glucan synthase
OG0000168	GO:0016020	TIR domain-containing protein
OG0000169	GO:0006952	Bet_v_1 domain-containing protein
OG0000170	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000171	GO:0005886	Uncharacterized protein
OG0000172	GO:0005615	ervatamin-B-like
OG0000173	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase-like protein
OG0000174	GO:0031966	Mitochondrial protein YMF19
OG0000175	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000176	GO:0043232	ULP_PROTEASE domain-containing protein
OG0000177	GO:0005634	Ubiquitin
OG0000178	GO:0005737	Uncharacterized protein
OG0000179	GO:0005737	tRNA (Guanine(10)-N2)-methyltransferase homolog
OG0000180	GO:0110165	serine/threonine-protein kinase STY46-like isoform X3
OG0000181	GO:0010073	serine/threonine-protein phosphatase 7 long form homolog isoform X2
OG0000183	GO:0004471	Malic enzyme
OG0000185	GO:0009536	Ribosomal protein L17
OG0000186	GO:0004470	Malic enzyme
OG0000187	GO:0005576	Uncharacterized protein
OG0000188	GO:0000139	Post-GPI attachment to proteins factor 3
OG0000190	GO:0005737	Lipoxygenase
OG0000191	GO:0000786	Histone H2B
OG0000192	GO:0003676	Beta-galactosidase
OG0000193	GO:0022627	40S ribosomal protein S23
OG0000194	GO:0004869	LOB domain-containing protein
OG0000195	GO:0005754	ATP synthase subunit alpha
OG0000196	GO:0005634	uncharacterized protein LOC103492405
OG0000197	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000200	GO:0005737	Phenylalanine ammonia-lyase
OG0000201	GO:0032580	UDP-glucuronate decarboxylase
OG0000202	GO:0004180	lysosomal Pro-X carboxypeptidase-like
OG0000203	GO:0015935	uncharacterized protein LOC111438394
OG0000204	GO:0005634	Uncharacterized protein
OG0000205	GO:0046910	PMEI domain-containing protein
OG0000206	GO:0005840	60S ribosomal protein L37a
OG0000208	GO:0005886	Potassium transporter
OG0000209	GO:0031176	GH10 domain-containing protein
OG0000210	GO:0051082	SHSP domain-containing protein
OG0000211	GO:0009522	Chlorophyll a-b binding protein, chloroplastic
OG0000212	GO:0005634	ATP-dependent clp protease
OG0000213	GO:0005576	Carboxypeptidase
OG0000214	GO:0005952	Protein-serine/threonine phosphatase
OG0000216	GO:0008194	Glycosyltransferase
OG0000217	GO:0006952	MLP-like protein 329
OG0000218	GO:0012505	cation/H(+) antiporter 4-like
OG0000220	GO:0005847	RRM domain-containing protein
OG0000221	GO:0016706	Putative 2-oxoglutarate-dependent dioxygenase AOP1
OG0000222	GO:0004797	Thymidine kinase
OG0000223	GO:0009570	Uncharacterized protein
OG0000224	GO:0016020	deSI-like protein At4g17486 isoform X1
OG0000225	GO:0005739	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000226	GO:0000786	Histone H3
OG0000227	GO:0005886	UNC93-like protein 3
OG0000228	GO:0016020	ABC transporter B family member 1
OG0000229	GO:0005739	insulin-degrading enzyme-like 1, peroxisomal isoform X1
OG0000230	GO:0000148	1,3-beta-glucan synthase
OG0000231	GO:0005576	Pectinesterase
OG0000232	GO:0016020	Sugar transport protein 10-like
OG0000233	GO:0051082	SHSP domain-containing protein
OG0000234	GO:0005847	Uncharacterized protein
OG0000235	GO:0016020	Uncharacterized protein
OG0000236	GO:0005802	Cellulose synthase
OG0000237	GO:0005829	ATP citrate synthase
OG0000238	GO:0005886	Wall-associated receptor kinase 2-like
OG0000239	GO:0009536	Uncharacterized protein
OG0000240	GO:0016020	probable long-chain-alcohol
OG0000241	GO:0019538	HECT-type E3 ubiquitin transferase
OG0000242	GO:0016020	Protein DETOXIFICATION
OG0000243	GO:0016020	uncharacterized protein LOC111008790
OG0000245	GO:0005634	Ubiquitin-like domain-containing protein
OG0000246	GO:0016020	E3 ubiquitin-protein ligase ATL42-like
OG0000247	GO:0016020	E3 ubiquitin-protein ligase ATL42-like
OG0000251	GO:0022627	40S ribosomal protein S15a-1
OG0000252	GO:0016787	Uncharacterized protein
OG0000253	GO:0005634	Uncharacterized protein
OG0000254	GO:0003735	60S ribosomal protein L13a-4
OG0000255	GO:0005634	Serine/threonine-protein phosphatase
OG0000257	GO:0005737	Lipoxygenase
OG0000258	GO:0005737	Actin-related protein 2/3 complex subunit 4
OG0000259	GO:0008825	Amino_oxidase domain-containing protein
OG0000260	GO:0005829	Tryptophan synthase
OG0000261	GO:0016020	Uncharacterized protein
OG0000262	GO:0005730	Putative ribosome biogenesis protein RLP24
OG0000263	GO:0005739	Uncharacterized protein
OG0000264	GO:0022627	40S ribosomal protein S21
OG0000265	GO:0005634	UBC core domain-containing protein
OG0000266	GO:0005634	CDT1 domain-containing protein
OG0000267	GO:0016020	Laccase
OG0000268	GO:0022625	Uncharacterized protein
OG0000269	GO:0005634	Ubiquitinyl hydrolase 1
OG0000270	GO:0005819	Uncharacterized protein
OG0000271	GO:0022625	Uncharacterized protein
OG0000272	GO:0005829	eRF1_1 domain-containing protein
OG0000273	GO:0030246	Uncharacterized protein
OG0000274	GO:0016020	Cytochrome P450 CYP72A219-like protein
OG0000275	GO:0005576	ORF 3
OG0000277	GO:0016020	Phorbol-ester/DAG-type domain-containing protein
OG0000278	GO:0016020	RNA-dependent RNA polymerase
OG0000279	GO:0022627	40S ribosomal protein S9-2-like
OG0000280	GO:0022627	40S ribosomal protein S19-3-like
OG0000281	GO:0005524	TMV resistance protein N-like isoform X1
OG0000283	GO:0005576	Uncharacterized protein
OG0000284	GO:0004869	Cystatin domain-containing protein
OG0000285	GO:0005737	RING-type domain-containing protein
OG0000286	GO:0016020	RING-type domain-containing protein
OG0000287	GO:0005739	Pentatricopeptide repeat-containing protein
OG0000289	GO:0005737	Nudix hydrolase domain-containing protein
OG0000290	GO:0005886	High affinity nitrate transporter 2.1
OG0000291	GO:0005774	Phosphoinositide phosphatase SAC1 isoform X3
OG0000292	GO:0005886	probable sulfate transporter 3.5
OG0000293	GO:0005829	HATPase_c domain-containing protein
OG0000294	GO:0016020	MFS domain-containing protein
OG0000295	GO:0009535	Uncharacterized protein
OG0000297	GO:0005634	ribonuclease 3-like protein 2 isoform X1
OG0000298	GO:0005686	Splicing factor subunit
OG0000299	GO:0005576	Aspartic proteinase PCS1
OG0000300	GO:0005886	Uncharacterized protein
OG0000302	GO:0016020	ABC transporter G family member 34-like isoform X1
OG0000303	GO:0005784	Protein transport protein Sec61 subunit alpha-like
OG0000304	GO:0016020	ABC transporter G family member 31 isoform X1
OG0000306	GO:0005576	Uncharacterized protein
OG0000307	GO:0005773	Uncharacterized protein
OG0000308	GO:0022627	40S ribosomal protein S4
OG0000309	GO:0022627	40S ribosomal protein S27
OG0000310	GO:0005886	CASP-like protein
OG0000311	GO:0005737	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily
OG0000312	GO:0005829	Uncharacterized protein
OG0000313	GO:0005634	AP2/ERF domain-containing protein
OG0000314	GO:0005737	Glycosyltransferase
OG0000315	GO:0009570	Protein Ycf2
OG0000316	GO:0005886	Phospholipid-transporting ATPase
OG0000317	GO:0005840	50S ribosomal protein L18-like
OG0000318	GO:0022625	60S ribosomal protein L11-1-like
OG0000319	GO:0005739	Uncharacterized protein
OG0000320	GO:0005524	ABC transporter F family member 4-like
OG0000321	GO:0016020	Polygalacturonase
OG0000323	GO:0005739	PPR_long domain-containing protein
OG0000324	GO:0003723	Protein ROOT PRIMORDIUM DEFECTIVE 1
OG0000325	GO:0005737	Lipoxygenase
OG0000326	GO:0006952	Bet_v_1 domain-containing protein
OG0000327	GO:0005737	Elongation factor 1-alpha
OG0000328	GO:0031012	ZnMc domain-containing protein
OG0000329	GO:0005576	Agglutinin domain-containing protein
OG0000330	GO:0048364	Uncharacterized protein
OG0000335	GO:0005829	Glyceraldehyde-3-phosphate dehydrogenase
OG0000337	GO:0005739	Uncharacterized protein
OG0000338	GO:0003854	3Beta_HSD domain-containing protein
OG0000340	GO:0043231	Uncharacterized protein
OG0000341	GO:0005576	Peroxidase
OG0000342	GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2
OG0000344	GO:0005829	Alcohol dehydrogenase-like
OG0000346	GO:0005829	S-adenosylmethionine synthase
OG0000349	GO:0004672	Mitogen-activated protein kinase kinase kinase YODA-like
OG0000350	GO:0016020	RING-type domain-containing protein
OG0000351	GO:0005576	Uncharacterized protein
OG0000352	GO:0005773	Sucrose transporter 1
OG0000353	GO:0009733	Uncharacterized protein
OG0000354	GO:0004620	Patatin
OG0000355	GO:0005507	L-ascorbate oxidase-like protein
OG0000357	GO:0022625	60S ribosomal protein L7-1
OG0000358	GO:0005576	Uncharacterized protein
OG0000359	GO:0003677	Uncharacterized protein
OG0000360	GO:0016020	Nucleolar protein 6 isoform X2
OG0000361	GO:0009506	X8 domain-containing protein
OG0000363	GO:0071261	protein transport protein Sec61 subunit gamma
OG0000364	GO:0005634	Ninja-family protein mc410-like protein
OG0000365	GO:0005634	Ubiquitin
OG0000366	GO:0005730	Brix domain-containing protein
OG0000367	GO:0005576	subtilisin-like protease SBT5.3
OG0000368	GO:0008171	caffeic acid 3-O-methyltransferase-like
OG0000369	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000370	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000371	GO:0005886	Uncharacterized protein
OG0000372	GO:0016020	Cytochrome P450 71A1-like
OG0000373	GO:0005634	Ubiquitin
OG0000374	GO:0015935	Uncharacterized protein
OG0000375	GO:0005737	CYTOSOL_AP domain-containing protein
OG0000378	GO:0004497	geraniol 8-hydroxylase-like
OG0000379	GO:0016020	probable leucine-rich repeat receptor-like protein kinase At2g28990
OG0000380	GO:0006952	Bet_v_1 domain-containing protein
OG0000381	GO:0004650	exopolygalacturonase-like
OG0000383	GO:0016020	Ankyrin repeat-containing protein
OG0000384	GO:0000932	probable NOT transcription complex subunit VIP2 isoform X1
OG0000385	GO:0016020	putative ABC transporter C family member 15
OG0000386	GO:0033503	Ubiquitin-conjugating enzyme E2 2
OG0000387	GO:0005783	AIG1-type G domain-containing protein
OG0000389	GO:0005741	protein DGS1, mitochondrial
OG0000390	GO:0005615	SCP domain-containing protein
OG0000391	GO:0016020	Putative transporter-like protein
OG0000392	GO:0005488	Uncharacterized protein
OG0000393	GO:0005794	Uncharacterized protein
OG0000394	GO:0005759	Electron transfer flavoprotein subunit alpha
OG0000396	GO:0016020	protein NRT1/ PTR FAMILY 5.10-like
OG0000397	GO:0005783	AIG1-type G domain-containing protein
OG0000398	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000400	GO:0005829	Uncharacterized protein
OG0000401	GO:0005773	Beta-galactosidase
OG0000402	GO:0005886	LRRNT_2 domain-containing protein
OG0000403	GO:0005856	actin-7
OG0000404	GO:0000502	COP9 signalosome complex subunit 2
OG0000405	GO:0005634	Mitogen-activated protein kinase
OG0000406	GO:0005737	actin-97-like
OG0000407	GO:0005886	Glutamate receptor
OG0000408	GO:0004519	Putative zinc-binding protein
OG0000409	GO:0005634	Beta-galactosidase
OG0000411	GO:0005754	ATP synthase subunit alpha
OG0000413	GO:0004672	mitogen-activated protein kinase kinase kinase 17-like
OG0000414	GO:0003824	ATP-dependent DNA helicase
OG0000416	GO:0005615	SCP domain-containing protein
OG0000417	GO:1901700	Uncharacterized protein
OG0000418	GO:0016020	Ankyrin repeat-containing protein
OG0000419	GO:0005634	26S protease regulatory subunit 6A-like protein
OG0000420	GO:0016020	MFS domain-containing protein
OG0000421	GO:0000779	condensin-2 complex subunit D3
OG0000422	GO:0043531	probable disease resistance protein At4g27220
OG0000423	GO:0005777	3-hydroxyacyl-CoA dehydrogenase
OG0000424	GO:0009737	uncharacterized protein LOC103484369 isoform X3
OG0000425	GO:0022627	40S ribosomal protein S4
OG0000426	GO:0005829	EF1_GNE domain-containing protein
OG0000427	GO:0016788	Acetylajmalan esterase-like
OG0000428	GO:0008825	Mycolic acid cyclopropane synthase
OG0000429	GO:0045735	Uncharacterized protein
OG0000430	GO:0010073	serine/threonine-protein phosphatase 7 long form homolog isoform X1
OG0000431	GO:0005634	AWS domain-containing protein
OG0000434	GO:0005739	Protein arginine methyltransferase NDUFAF7
OG0000436	GO:0016020	Long-chain-alcohol oxidase
OG0000437	GO:0005829	Aldo_ket_red domain-containing protein
OG0000438	GO:0005737	Glycosyltransferase
OG0000440	GO:0000428	Multifunctional fusion protein
OG0000441	GO:0016020	protein MIZU-KUSSEI 1-like
OG0000442	GO:0016020	cytochrome P450 CYP82D47-like
OG0000443	GO:0005576	Peroxidase
OG0000444	GO:0031380	RNA-dependent RNA polymerase
OG0000445	GO:0031380	RNA-dependent RNA polymerase
OG0000446	GO:0000779	condensin-2 complex subunit D3
OG0000447	GO:0005777	3-hydroxyacyl-CoA dehydrogenase
OG0000448	GO:0003676	PREDICTED: LOW QUALITY PROTEIN (Fragment)
OG0000449	GO:0016020	Putative receptor-like protein kinase
OG0000450	GO:0003723	LOW QUALITY PROTEIN: ATP-dependent helicase NAM7-like
OG0000452	GO:0005634	LOW QUALITY PROTEIN: protein ENHANCED DOWNY MILDEW 2
OG0000453	GO:0048046	Dirigent protein
OG0000454	GO:0022625	50S ribosomal protein L23, chloroplastic
OG0000455	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X3
OG0000456	GO:0005634	Transposase
OG0000457	GO:0005886	Uncharacterized protein
OG0000458	GO:0005576	Beta-glucosidase
OG0000459	GO:0004867	Uncharacterized protein
OG0000460	GO:0005576	Uncharacterized protein
OG0000461	GO:0016020	Cytokinin hydroxylase-like
OG0000462	GO:0016747	Uncharacterized protein
OG0000463	GO:0003677	TF-B3 domain-containing protein
OG0000464	GO:0016020	AAA domain-containing protein
OG0000465	GO:0005576	S-protein homolog
OG0000466	GO:0008270	Mediator of RNA polymerase II transcription subunit 12-like isoform X1
OG0000467	GO:0016020	Nodulin-like domain-containing protein
OG0000468	GO:0005634	Ulp1-like peptidase
OG0000469	GO:0004869	Cystatin domain-containing protein
OG0000471	GO:0080030	AB hydrolase-1 domain-containing protein
OG0000472	GO:0005634	ULP_PROTEASE domain-containing protein
OG0000473	GO:0005525	GTP-binding protein
OG0000474	GO:0005886	Uncharacterized protein
OG0000475	GO:0005689	U11/U12 small nuclear ribonucleoprotein 31 kDa protein
OG0000478	GO:0005743	Tim44 domain-containing protein
OG0000482	GO:0005773	Sucrose transporter 1
OG0000483	GO:0005634	AT-hook motif nuclear-localized protein
OG0000484	GO:0016020	Uncharacterized protein
OG0000485	GO:0004650	Exopolygalacturonase-like
OG0000486	GO:0003690	Transcription termination factor MTERF8
OG0000487	GO:0048364	uncharacterized protein LOC107990906
OG0000488	GO:0016020	Periaxin-like
OG0000490	GO:0005811	Terpene cyclase/mutase family member
OG0000491	GO:0004497	DUF4283 domain-containing protein
OG0000492	GO:0005664	Origin recognition complex subunit 1
OG0000493	GO:0006869	AAI domain-containing protein
OG0000494	GO:0005615	Basic form of pathogenesis-related protein 1-like
OG0000495	GO:0004650	Uncharacterized protein
OG0000496	GO:0016020	Protein kinase domain-containing protein
OG0000497	GO:0000427	Uncharacterized protein
OG0000500	GO:0005886	Protein DETOXIFICATION
OG0000501	GO:0005576	S-protein homolog
OG0000502	GO:0016020	(R)-mandelonitrile lyase 1-like
OG0000505	GO:0005634	Serine hydrolase FSH
OG0000506	GO:0012505	Cytochrome b5 heme-binding domain-containing protein
OG0000507	GO:0006869	non-specific lipid-transfer protein 2-like
OG0000508	GO:0000932	U6 snRNA-associated Sm-like protein LSm4
OG0000509	GO:0046872	MuDRA-like transposase
OG0000510	GO:0043231	Fatty acyl-CoA reductase
OG0000512	GO:0016788	GDSL esterase/lipase At1g28570-like
OG0000513	GO:0005789	Signal sequence receptor subunit alpha
OG0000514	GO:0005737	Uncharacterized protein
OG0000515	GO:0051213	DUF1338 domain-containing protein
OG0000516	GO:0016020	receptor-like serine/threonine-protein kinase SD1-8
OG0000518	GO:0000428	DNA-directed RNA polymerase subunit beta
OG0000519	GO:0005576	Uncharacterized protein
OG0000520	GO:0022625	60S ribosomal protein L21-1
OG0000521	GO:0005634	Uncharacterized protein
OG0000522	GO:0005576	Carboxypeptidase
OG0000524	GO:0005634	AP2/ERF domain-containing protein
OG0000525	GO:0010960	Uncharacterized protein
OG0000527	GO:0005768	Ras-related protein RABA1c
OG0000528	GO:0016020	Uncharacterized protein
OG0000529	GO:0016020	calcineurin B-like protein 1
OG0000530	GO:0005768	TPT domain-containing protein
OG0000531	GO:0005634	26S proteasome regulatory subunit RPN11
OG0000532	GO:0005777	Acyl-CoA_ox_N domain-containing protein
OG0000533	GO:0019905	Uncharacterized protein
OG0000534	GO:0005634	transcription factor ABORTED MICROSPORES isoform X1
OG0000535	GO:0005737	monodehydroascorbate reductase 4, peroxisomal
OG0000536	GO:0005774	LOW QUALITY PROTEIN: phosphoinositide phosphatase SAC3
OG0000538	GO:0003677	Binding protein, putative isoform 1
OG0000539	GO:0005634	Uncharacterized protein
OG0000540	GO:0016887	TIR domain-containing protein
OG0000541	GO:0005743	mitochondrial import inner membrane translocase subunit TIM44-2-like isoform X2
OG0000542	GO:0005737	serine/threonine-protein kinase STY46-like isoform X1
OG0000543	GO:0003682	Uncharacterized protein
OG0000544	GO:0022625	60S ribosomal protein L18a
OG0000545	GO:0005773	Beta-galactosidase
OG0000546	GO:0005737	Uncharacterized protein
OG0000547	GO:0009733	F-box protein
OG0000548	GO:0004869	Cystatin domain-containing protein
OG0000549	GO:0022627	40S ribosomal protein S30
OG0000550	GO:0032559	Uncharacterized protein
OG0000551	GO:0005576	Pectinesterase
OG0000552	GO:0004497	Uncharacterized protein
OG0000553	GO:0005634	Uncharacterized protein
OG0000554	GO:0005634	Transcription factor IWS1
OG0000555	GO:0005634	DNA topoisomerase 2-binding protein 1 isoform X2
OG0000556	GO:0003824	ATP-dependent DNA helicase
OG0000558	GO:0005886	Non-specific serine/threonine protein kinase
OG0000559	GO:0000159	BnaA06g33370D protein
OG0000560	GO:0016020	Uncharacterized protein
OG0000561	GO:0005634	Adenine DNA glycosylase
OG0000562	GO:0043231	Fatty acyl-CoA reductase
OG0000563	GO:0008483	1-aminocyclopropane-1-carboxylate synthase
OG0000564	GO:0005634	Transcription factor RAX2
OG0000565	GO:0006970	Uncharacterized protein
OG0000566	GO:0004672	Protein kinase domain-containing protein
OG0000567	GO:0016020	Protein kinase domain-containing protein
OG0000568	GO:0004097	Polyphenol oxidase I
OG0000569	GO:0005634	protein argonaute 5
OG0000570	GO:0005634	putative transcription factor bHLH041 isoform X1
OG0000571	GO:0003677	Uncharacterized protein
OG0000573	GO:0016020	calcineurin B-like protein 7 isoform X2
OG0000574	GO:0016020	Protein DETOXIFICATION
OG0000575	GO:0005737	Tubulin alpha chain
OG0000576	GO:0005737	actin
OG0000577	GO:0005739	Clp R domain-containing protein
OG0000578	GO:0005681	thioredoxin-like protein YLS8
OG0000579	GO:0043531	TMV resistance protein N-like
OG0000580	GO:0097363	Kinesin light chain
OG0000581	GO:0008757	Salicylate carboxymethyltransferase-like isoform X1
OG0000582	GO:0016020	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1-like isoform X3
OG0000584	GO:0005886	Metal-nicotianamine transporter YSL3-like isoform X1
OG0000585	GO:0003677	30-kDa cleavage and polyadenylation specificity factor 30
OG0000587	GO:0005886	Uncharacterized protein
OG0000588	GO:0004650	Uncharacterized protein
OG0000589	GO:0004857	PMEI domain-containing protein
OG0000590	GO:0003677	Uncharacterized protein
OG0000591	GO:0016020	Uncharacterized protein
OG0000592	GO:0005576	Uncharacterized protein
OG0000594	GO:0006629	uncharacterized protein LOC103499378 isoform X1
OG0000596	GO:0005634	PP28 domain-containing protein
OG0000599	GO:0032440	PKS_ER domain-containing protein
