Orthogroup	Gene_Count	Normalized_Gene_Count
OG0000136	39	1
OG0000137	39	1
OG0000138	29	0.74359
OG0000139	37	0.948718
OG0000140	12	0.307692
OG0000141	39	1
OG0000142	38	0.974359
OG0000143	39	1
OG0000144	38	0.974359
OG0000145	17	0.435897
OG0000146	36	0.923077
OG0000147	33	0.846154
OG0000148	32	0.820513
OG0000149	5	0.128205
OG0000150	37	0.948718
OG0000151	35	0.897436
OG0000152	38	0.974359
OG0000153	39	1
OG0000154	39	1
OG0000155	39	1
OG0000156	24	0.615385
OG0000157	39	1
OG0000158	23	0.589744
OG0000159	39	1
OG0000160	27	0.692308
OG0000161	39	1
OG0000162	33	0.846154
OG0000163	36	0.923077
OG0000164	39	1
OG0000165	37	0.948718
OG0000166	39	1
OG0000167	38	0.974359
OG0000168	39	1
OG0000169	37	0.948718
OG0000170	22	0.564103
OG0000171	39	1
OG0000172	39	1
OG0000173	32	0.820513
OG0000174	33	0.846154
OG0000175	34	0.871795
OG0000176	31	0.794872
OG0000177	39	1
OG0000178	39	1
OG0000179	32	0.820513
OG0000180	38	0.974359
OG0000181	38	0.974359
OG0000182	39	1
OG0000183	20	0.512821
OG0000184	26	0.666667
OG0000185	39	1
OG0000186	27	0.692308
OG0000187	33	0.846154
OG0000188	39	1
OG0000189	22	0.564103
OG0000190	39	1
OG0000191	39	1
OG0000192	34	0.871795
OG0000193	39	1
OG0000194	39	1
OG0000195	38	0.974359
OG0000196	12	0.307692
OG0000197	33	0.846154
OG0000198	16	0.410256
OG0000199	30	0.769231
OG0000200	39	1
OG0000201	33	0.846154
OG0000202	39	1
OG0000203	31	0.794872
OG0000204	39	1
OG0000205	39	1
OG0000206	39	1
OG0000207	38	0.974359
OG0000208	39	1
OG0000209	39	1
OG0000210	39	1
OG0000211	39	1
OG0000212	39	1
OG0000213	39	1
OG0000214	39	1
OG0000215	39	1
OG0000216	39	1
OG0000217	38	0.974359
OG0000218	39	1
OG0000219	35	0.897436
OG0000220	39	1
OG0000221	39	1
OG0000222	39	1
OG0000223	39	1
OG0000224	39	1
OG0000225	33	0.846154
OG0000226	39	1
OG0000227	39	1
OG0000228	39	1
OG0000229	39	1
OG0000230	39	1
OG0000231	38	0.974359
OG0000232	39	1
OG0000233	39	1
OG0000234	39	1
OG0000235	39	1
OG0000236	39	1
OG0000237	39	1
OG0000238	39	1
OG0000239	39	1
OG0000240	39	1
OG0000241	21	0.538462
OG0000242	39	1
OG0000243	39	1
OG0000244	39	1
OG0000245	39	1
OG0000246	39	1
OG0000247	39	1
OG0000248	39	1
OG0000249	39	1
OG0000250	39	1
OG0000251	39	1
OG0000252	39	1
OG0000253	39	1
OG0000254	39	1
OG0000255	39	1
OG0000256	39	1
OG0000257	39	1
OG0000258	39	1
OG0000259	39	1
OG0000260	39	1
OG0000261	39	1
OG0000262	39	1
OG0000263	39	1
OG0000264	39	1
OG0000265	39	1
OG0000266	39	1
OG0000267	39	1
OG0000268	39	1
OG0000269	39	1
OG0000270	39	1
OG0000271	39	1
OG0000272	39	1
OG0000273	39	1
OG0000274	39	1
OG0000275	39	1
OG0000276	39	1
OG0000277	39	1
OG0000278	39	1
OG0000279	39	1
OG0000280	39	1
OG0000281	39	1
OG0000282	39	1
OG0000283	38	0.974359
OG0000284	39	1
OG0000285	39	1
OG0000286	39	1
OG0000287	39	1
OG0000288	39	1
OG0000289	39	1
OG0000290	39	1
OG0000291	39	1
OG0000292	39	1
OG0000293	39	1
OG0000294	39	1
OG0000295	39	1
OG0000296	38	0.974359
OG0000297	39	1
OG0000298	39	1
OG0000299	39	1
OG0000300	39	1
OG0000301	39	1
OG0000302	39	1
OG0000303	39	1
OG0000304	39	1
OG0000305	39	1
OG0000306	39	1
OG0000307	39	1
OG0000308	39	1
OG0000309	39	1
OG0000310	39	1
OG0000311	39	1
OG0000312	39	1
OG0000313	39	1
OG0000314	39	1
OG0000315	26	0.666667
OG0000316	39	1
OG0000317	38	0.974359
OG0000318	39	1
OG0000319	39	1
OG0000320	39	1
OG0000321	39	1
OG0000322	38	0.974359
OG0000323	39	1
OG0000324	31	0.794872
OG0000325	39	1
OG0000326	39	1
OG0000327	39	1
OG0000328	38	0.974359
OG0000329	38	0.974359
OG0000330	38	0.974359
OG0000331	39	1
OG0000332	39	1
OG0000333	36	0.923077
OG0000334	39	1
OG0000335	38	0.974359
OG0000336	38	0.974359
OG0000337	39	1
OG0000338	39	1
OG0000339	35	0.897436
OG0000340	39	1
OG0000341	39	1
OG0000342	38	0.974359
OG0000343	39	1
OG0000344	39	1
OG0000345	39	1
OG0000346	39	1
OG0000347	39	1
OG0000348	39	1
OG0000349	37	0.948718
OG0000350	38	0.974359
OG0000351	39	1
OG0000352	39	1
OG0000353	39	1
OG0000354	39	1
OG0000355	39	1
OG0000356	39	1
OG0000357	37	0.948718
OG0000358	39	1
OG0000359	39	1
OG0000360	39	1
OG0000361	39	1
OG0000362	36	0.923077
OG0000363	39	1
OG0000364	39	1
OG0000365	39	1
OG0000366	38	0.974359
OG0000367	38	0.974359
OG0000368	39	1
OG0000369	23	0.589744
OG0000370	22	0.564103
OG0000371	39	1
OG0000372	38	0.974359
OG0000373	39	1
OG0000374	33	0.846154
OG0000375	39	1
OG0000376	39	1
OG0000377	33	0.846154
OG0000378	39	1
OG0000379	39	1
OG0000380	39	1
OG0000381	37	0.948718
OG0000382	21	0.538462
OG0000383	39	1
OG0000384	39	1
OG0000385	38	0.974359
OG0000386	39	1
OG0000387	39	1
OG0000388	38	0.974359
OG0000389	39	1
OG0000390	39	1
OG0000391	39	1
OG0000392	38	0.974359
OG0000393	39	1
OG0000394	39	1
OG0000395	39	1
OG0000396	38	0.974359
OG0000397	38	0.974359
OG0000398	35	0.897436
OG0000399	37	0.948718
OG0000400	30	0.769231
OG0000401	38	0.974359
OG0000402	39	1
OG0000403	38	0.974359
OG0000404	39	1
OG0000405	39	1
OG0000406	39	1
OG0000407	36	0.923077
OG0000408	39	1
OG0000409	28	0.717949
OG0000410	39	1
OG0000411	30	0.769231
OG0000412	37	0.948718
OG0000413	32	0.820513
OG0000414	37	0.948718
OG0000415	32	0.820513
OG0000416	39	1
OG0000417	39	1
OG0000418	39	1
OG0000419	39	1
OG0000420	39	1
OG0000421	37	0.948718
OG0000422	39	1
OG0000423	33	0.846154
OG0000424	39	1
OG0000425	39	1
OG0000426	39	1
OG0000427	38	0.974359
OG0000428	39	1
OG0000429	39	1
OG0000430	34	0.871795
OG0000431	38	0.974359
OG0000432	39	1
OG0000433	37	0.948718
OG0000434	36	0.923077
OG0000435	36	0.923077
OG0000436	39	1
OG0000437	38	0.974359
OG0000438	39	1
OG0000439	19	0.487179
OG0000440	32	0.820513
OG0000441	39	1
OG0000442	39	1
OG0000443	39	1
OG0000444	38	0.974359
OG0000445	38	0.974359
OG0000446	26	0.666667
OG0000447	29	0.74359
OG0000448	31	0.794872
OG0000449	38	0.974359
OG0000450	37	0.948718
OG0000451	36	0.923077
OG0000452	26	0.666667
OG0000453	38	0.974359
OG0000454	39	1
OG0000455	37	0.948718
OG0000456	32	0.820513
OG0000457	39	1
OG0000458	39	1
OG0000459	38	0.974359
OG0000460	39	1
OG0000461	39	1
OG0000462	39	1
OG0000463	39	1
OG0000464	36	0.923077
OG0000465	39	1
OG0000466	39	1
OG0000467	39	1
OG0000468	34	0.871795
OG0000469	39	1
OG0000470	38	0.974359
OG0000471	39	1
OG0000472	19	0.487179
OG0000473	38	0.974359
OG0000474	33	0.846154
OG0000475	29	0.74359
OG0000476	35	0.897436
OG0000477	38	0.974359
OG0000478	7	0.179487
OG0000479	38	0.974359
OG0000480	39	1
OG0000481	39	1
OG0000482	30	0.769231
OG0000483	38	0.974359
OG0000484	39	1
OG0000485	30	0.769231
OG0000486	34	0.871795
OG0000487	28	0.717949
OG0000488	26	0.666667
OG0000489	39	1
OG0000490	38	0.974359
OG0000491	38	0.974359
OG0000492	39	1
OG0000493	35	0.897436
OG0000494	30	0.769231
OG0000495	25	0.641026
OG0000496	39	1
OG0000497	38	0.974359
OG0000498	33	0.846154
OG0000499	39	1
OG0000500	39	1
OG0000501	38	0.974359
OG0000502	38	0.974359
OG0000503	32	0.820513
OG0000504	27	0.692308
OG0000505	39	1
OG0000506	39	1
OG0000507	39	1
OG0000508	39	1
OG0000509	29	0.74359
OG0000510	38	0.974359
OG0000511	20	0.512821
OG0000512	39	1
OG0000513	39	1
OG0000514	38	0.974359
OG0000515	16	0.410256
OG0000516	39	1
OG0000517	38	0.974359
OG0000518	24	0.615385
OG0000519	36	0.923077
OG0000520	36	0.923077
OG0000521	39	1
OG0000522	39	1
OG0000523	39	1
OG0000524	39	1
OG0000525	38	0.974359
OG0000526	31	0.794872
OG0000527	39	1
OG0000528	39	1
OG0000529	39	1
OG0000530	39	1
OG0000531	39	1
OG0000532	36	0.923077
OG0000533	39	1
OG0000534	39	1
OG0000535	39	1
OG0000536	39	1
OG0000537	18	0.461538
OG0000538	39	1
OG0000539	24	0.615385
OG0000540	39	1
OG0000541	24	0.615385
OG0000542	39	1
OG0000543	39	1
OG0000544	39	1
OG0000545	38	0.974359
OG0000546	39	1
OG0000547	39	1
OG0000548	39	1
OG0000549	39	1
OG0000550	38	0.974359
OG0000551	37	0.948718
OG0000552	39	1
OG0000553	39	1
OG0000554	38	0.974359
OG0000555	39	1
OG0000556	32	0.820513
OG0000557	39	1
OG0000558	39	1
OG0000559	39	1
OG0000560	39	1
OG0000561	38	0.974359
OG0000562	39	1
OG0000563	39	1
OG0000564	39	1
OG0000565	39	1
OG0000566	39	1
OG0000567	39	1
OG0000568	39	1
OG0000569	38	0.974359
OG0000570	39	1
OG0000571	30	0.769231
OG0000572	34	0.871795
OG0000573	39	1
OG0000574	38	0.974359
OG0000575	39	1
OG0000576	38	0.974359
OG0000577	39	1
OG0000578	39	1
OG0000579	39	1
OG0000580	39	1
OG0000581	38	0.974359
OG0000582	38	0.974359
OG0000583	21	0.538462
OG0000584	39	1
OG0000585	37	0.948718
OG0000586	29	0.74359
OG0000587	39	1
OG0000588	39	1
OG0000589	39	1
OG0000590	38	0.974359
OG0000591	35	0.897436
OG0000592	39	1
OG0000593	39	1
OG0000594	39	1
OG0000595	39	1
OG0000596	39	1
OG0000597	39	1
OG0000598	39	1
OG0000599	39	1
OG0000600	30	0.769231
OG0000601	39	1
OG0000602	39	1
OG0000603	39	1
OG0000604	39	1
OG0000605	39	1
OG0000606	39	1
OG0000607	39	1
OG0000608	39	1
OG0000609	39	1
OG0000610	39	1
OG0000611	37	0.948718
OG0000612	39	1
OG0000613	39	1
OG0000614	38	0.974359
OG0000615	39	1
OG0000616	26	0.666667
OG0000617	34	0.871795
OG0000618	11	0.282051
OG0000619	31	0.794872
OG0000620	39	1
OG0000621	39	1
OG0000622	38	0.974359
OG0000623	39	1
OG0000624	39	1
OG0000625	38	0.974359
OG0000626	38	0.974359
OG0000627	39	1
OG0000628	32	0.820513
OG0000629	39	1
OG0000630	38	0.974359
OG0000631	39	1
OG0000632	39	1
OG0000633	39	1
OG0000634	39	1
OG0000635	39	1
OG0000636	39	1
OG0000637	39	1
OG0000638	38	0.974359
OG0000639	39	1
OG0000640	39	1
OG0000641	39	1
OG0000642	39	1
OG0000643	22	0.564103
OG0000644	39	1
OG0000645	38	0.974359
OG0000646	39	1
OG0000647	39	1
OG0000648	39	1
OG0000649	17	0.435897
OG0000650	38	0.974359
OG0000651	38	0.974359
OG0000652	39	1
OG0000653	39	1
OG0000654	39	1
OG0000655	39	1
OG0000656	39	1
OG0000657	39	1
OG0000658	39	1
OG0000659	39	1
OG0000660	39	1
OG0000661	39	1
OG0000662	39	1
OG0000663	39	1
OG0000664	38	0.974359
OG0000665	39	1
OG0000666	39	1
OG0000667	35	0.897436
OG0000668	39	1
OG0000669	39	1
OG0000670	39	1
OG0000671	39	1
OG0000672	37	0.948718
OG0000673	22	0.564103
OG0000674	39	1
OG0000675	39	1
OG0000676	39	1
OG0000677	38	0.974359
OG0000678	37	0.948718
OG0000679	39	1
OG0000680	39	1
OG0000681	39	1
OG0000682	39	1
OG0000683	39	1
OG0000684	39	1
OG0000685	39	1
OG0000686	39	1
OG0000687	39	1
OG0000688	39	1
OG0000689	39	1
OG0000690	38	0.974359
OG0000691	39	1
OG0000692	39	1
OG0000693	39	1
OG0000694	39	1
OG0000695	39	1
OG0000696	38	0.974359
OG0000697	39	1
OG0000698	39	1
OG0000699	39	1
OG0000700	39	1
OG0000701	38	0.974359
OG0000702	38	0.974359
OG0000703	39	1
OG0000704	39	1
OG0000705	39	1
OG0000706	39	1
OG0000707	39	1
OG0000708	26	0.666667
OG0000709	39	1
OG0000710	39	1
OG0000711	39	1
OG0000712	39	1
OG0000713	39	1
OG0000714	39	1
OG0000715	37	0.948718
OG0000716	34	0.871795
OG0000717	39	1
OG0000718	39	1
OG0000719	30	0.769231
OG0000720	39	1
OG0000721	39	1
OG0000722	39	1
OG0000723	39	1
OG0000724	39	1
OG0000725	39	1
OG0000726	39	1
OG0000727	39	1
OG0000728	39	1
OG0000729	39	1
OG0000730	38	0.974359
OG0000731	39	1
OG0000732	36	0.923077
OG0000733	39	1
OG0000734	39	1
OG0000735	39	1
OG0000736	39	1
OG0000737	39	1
OG0000738	39	1
OG0000739	39	1
OG0000740	38	0.974359
OG0000741	39	1
OG0000742	38	0.974359
OG0000743	39	1
OG0000744	39	1
OG0000745	39	1
OG0000746	39	1
OG0000747	39	1
OG0000748	39	1
OG0000749	39	1
OG0000750	35	0.897436
OG0000751	39	1
OG0000752	39	1
OG0000753	39	1
OG0000754	39	1
OG0000755	39	1
OG0000756	39	1
OG0000757	39	1
OG0000758	39	1
OG0000759	39	1
OG0000760	39	1
OG0000761	39	1
OG0000762	39	1
OG0000763	39	1
OG0000764	39	1
OG0000765	39	1
OG0000766	39	1
OG0000767	39	1
OG0000768	39	1
OG0000769	39	1
OG0000770	39	1
OG0000771	38	0.974359
OG0000772	39	1
OG0000773	39	1
OG0000774	38	0.974359
OG0000775	39	1
OG0000776	39	1
OG0000777	39	1
OG0000778	39	1
OG0000779	39	1
OG0000780	39	1
OG0000781	38	0.974359
OG0000782	39	1
OG0000783	39	1
OG0000784	39	1
OG0000785	39	1
OG0000786	39	1
OG0000787	39	1
OG0000788	39	1
OG0000789	39	1
OG0000790	34	0.871795
OG0000791	39	1
OG0000792	39	1
OG0000793	39	1
OG0000794	39	1
OG0000795	39	1
OG0000796	39	1
OG0000797	39	1
OG0000798	36	0.923077
OG0000799	33	0.846154
OG0000800	39	1
OG0000801	39	1
OG0000802	39	1
OG0000803	39	1
OG0000804	37	0.948718
OG0000805	37	0.948718
OG0000806	39	1
OG0000807	39	1
OG0000808	39	1
OG0000809	39	1
OG0000810	39	1
OG0000811	39	1
OG0000812	39	1
OG0000813	39	1
OG0000814	39	1
OG0000815	38	0.974359
OG0000816	39	1
OG0000817	39	1
OG0000818	39	1
OG0000819	37	0.948718
OG0000820	39	1
OG0000821	39	1
OG0000822	39	1
OG0000823	38	0.974359
OG0000824	39	1
OG0000825	39	1
OG0000826	39	1
OG0000827	39	1
OG0000828	38	0.974359
OG0000829	39	1
OG0000830	39	1
OG0000831	39	1
OG0000832	39	1
OG0000833	39	1
OG0000834	39	1
OG0000835	39	1
OG0000836	39	1
OG0000837	39	1
OG0000838	39	1
OG0000839	39	1
OG0000840	39	1
OG0000841	39	1
OG0000842	39	1
OG0000843	39	1
OG0000844	16	0.410256
OG0000845	39	1
OG0000846	39	1
OG0000847	39	1
OG0000848	39	1
OG0000849	39	1
OG0000850	39	1
OG0000851	39	1
OG0000852	39	1
OG0000853	39	1
OG0000854	38	0.974359
OG0000855	39	1
OG0000856	39	1
OG0000857	39	1
OG0000858	39	1
OG0000859	39	1
OG0000860	39	1
OG0000861	39	1
OG0000862	39	1
OG0000863	39	1
OG0000864	28	0.717949
OG0000865	39	1
OG0000866	39	1
OG0000867	39	1
OG0000868	37	0.948718
OG0000869	39	1
OG0000870	39	1
OG0000871	39	1
OG0000872	33	0.846154
OG0000873	39	1
OG0000874	39	1
OG0000875	35	0.897436
OG0000876	39	1
OG0000877	39	1
OG0000878	39	1
OG0000879	39	1
OG0000880	39	1
OG0000881	39	1
OG0000882	32	0.820513
OG0000883	39	1
OG0000884	39	1
OG0000885	39	1
OG0000886	39	1
OG0000887	39	1
OG0000888	39	1
OG0000889	39	1
OG0000890	39	1
OG0000891	39	1
OG0000892	39	1
OG0000893	39	1
OG0000894	39	1
OG0000895	39	1
OG0000896	39	1
OG0000897	39	1
OG0000898	39	1
OG0000899	39	1
OG0000900	39	1
OG0000901	39	1
OG0000902	39	1
OG0000903	39	1
OG0000904	39	1
OG0000905	39	1
OG0000906	39	1
OG0000907	39	1
OG0000908	39	1
OG0000909	39	1
OG0000910	39	1
OG0000911	39	1
OG0000912	39	1
OG0000913	39	1
OG0000914	39	1
OG0000915	39	1
OG0000916	39	1
OG0000917	39	1
OG0000918	39	1
OG0000919	39	1
OG0000920	39	1
OG0000921	39	1
OG0000922	39	1
OG0000923	39	1
OG0000924	39	1
OG0000925	39	1
OG0000926	39	1
OG0000927	39	1
OG0000928	39	1
OG0000929	39	1
OG0000930	39	1
OG0000931	39	1
OG0000932	39	1
OG0000933	39	1
OG0000934	39	1
OG0000935	38	0.974359
OG0000936	39	1
OG0000937	37	0.948718
OG0000938	39	1
OG0000939	39	1
OG0000940	39	1
OG0000941	39	1
OG0000942	39	1
OG0000943	39	1
OG0000944	39	1
OG0000945	39	1
OG0000946	39	1
OG0000947	39	1
OG0000948	39	1
OG0000949	39	1
OG0000950	39	1
OG0000951	39	1
OG0000952	39	1
OG0000953	39	1
OG0000954	39	1
OG0000955	39	1
OG0000956	39	1
OG0000957	39	1
OG0000958	39	1
OG0000959	39	1
OG0000960	39	1
OG0000961	39	1
OG0000962	39	1
OG0000963	39	1
OG0000964	39	1
OG0000965	39	1
OG0000966	39	1
OG0000967	39	1
OG0000968	39	1
OG0000969	37	0.948718
OG0000970	39	1
OG0000971	39	1
OG0000972	39	1
OG0000973	39	1
OG0000974	39	1
OG0000975	39	1
OG0000976	39	1
OG0000977	39	1
OG0000978	39	1
OG0000979	39	1
OG0000980	39	1
OG0000981	39	1
OG0000982	39	1
OG0000983	39	1
OG0000984	39	1
OG0000985	39	1
OG0000986	39	1
OG0000987	39	1
OG0000988	39	1
OG0000989	39	1
OG0000990	39	1
OG0000991	39	1
OG0000992	39	1
OG0000993	39	1
OG0000994	39	1
OG0000995	39	1
OG0000996	39	1
OG0000997	39	1
OG0000998	39	1
OG0000999	39	1
OG0001000	39	1
OG0001001	39	1
OG0001002	39	1
OG0001003	39	1
OG0001004	39	1
OG0001005	39	1
OG0001006	39	1
OG0001007	39	1
OG0001008	39	1
OG0001009	37	0.948718
OG0001010	39	1
OG0001011	39	1
OG0001012	39	1
OG0001013	39	1
OG0001014	39	1
OG0001015	39	1
OG0001016	39	1
OG0001017	39	1
OG0001018	39	1
OG0001019	39	1
OG0001020	39	1
OG0001021	39	1
OG0001022	39	1
OG0001023	39	1
OG0001024	39	1
OG0001025	39	1
OG0001026	39	1
OG0001027	39	1
OG0001028	39	1
OG0001029	39	1
OG0001030	39	1
OG0001031	39	1
OG0001032	39	1
OG0001033	39	1
OG0001034	39	1
OG0001035	39	1
OG0001036	38	0.974359
OG0001037	39	1
OG0001038	39	1
OG0001039	39	1
OG0001040	39	1
OG0001041	39	1
OG0001042	39	1
OG0001043	39	1
OG0001044	39	1
OG0001045	39	1
OG0001046	39	1
OG0001047	39	1
OG0001048	39	1
OG0001049	37	0.948718
OG0001050	39	1
OG0001051	39	1
OG0001052	39	1
OG0001053	39	1
OG0001054	39	1
OG0001055	39	1
OG0001056	39	1
OG0001057	39	1
OG0001058	39	1
OG0001059	39	1
OG0001060	39	1
OG0001061	39	1
OG0001062	39	1
OG0001063	39	1
OG0001064	39	1
OG0001065	39	1
OG0001066	39	1
OG0001067	39	1
OG0001068	39	1
OG0001069	39	1
OG0001070	39	1
OG0001071	31	0.794872
OG0001072	39	1
OG0001073	39	1
OG0001074	38	0.974359
OG0001075	39	1
OG0001076	39	1
OG0001077	39	1
OG0001078	39	1
OG0001079	39	1
OG0001080	39	1
OG0001081	39	1
OG0001082	39	1
OG0001083	39	1
OG0001084	39	1
OG0001085	39	1
OG0001086	39	1
OG0001087	39	1
OG0001088	39	1
OG0001089	39	1
OG0001090	39	1
OG0001091	38	0.974359
OG0001092	39	1
OG0001093	39	1
OG0001094	39	1
OG0001095	39	1
OG0001096	39	1
OG0001097	39	1
OG0001098	39	1
OG0001099	39	1
OG0001100	39	1
OG0001101	39	1
OG0001102	39	1
OG0001103	39	1
OG0001104	39	1
OG0001105	38	0.974359
OG0001106	39	1
OG0001107	38	0.974359
OG0001108	39	1
OG0001109	39	1
OG0001110	33	0.846154
OG0001111	39	1
OG0001112	39	1
OG0001113	39	1
OG0001114	39	1
OG0001115	39	1
OG0001116	39	1
OG0001117	39	1
OG0001118	39	1
OG0001119	39	1
OG0001120	39	1
OG0001121	39	1
OG0001122	39	1
OG0001123	39	1
OG0001124	39	1
OG0001125	39	1
OG0001126	39	1
OG0001127	39	1
OG0001128	39	1
OG0001129	39	1
OG0001130	39	1
OG0001131	39	1
OG0001132	39	1
OG0001133	38	0.974359
OG0001134	39	1
OG0001135	39	1
OG0001136	39	1
OG0001137	39	1
OG0001138	39	1
OG0001139	39	1
OG0001140	39	1
OG0001141	39	1
OG0001142	38	0.974359
OG0001143	39	1
OG0001144	39	1
OG0001145	38	0.974359
OG0001146	39	1
OG0001147	39	1
OG0001148	39	1
OG0001149	35	0.897436
OG0001150	39	1
OG0001151	39	1
OG0001152	22	0.564103
OG0001153	39	1
OG0001154	39	1
OG0001155	39	1
OG0001156	39	1
OG0001157	39	1
OG0001158	38	0.974359
OG0001159	39	1
OG0001160	39	1
OG0001161	39	1
OG0001162	39	1
OG0001163	39	1
OG0001164	39	1
OG0001165	39	1
OG0001166	39	1
OG0001167	39	1
OG0001168	39	1
OG0001169	39	1
OG0001170	39	1
OG0001171	39	1
OG0001172	39	1
OG0001173	39	1
OG0001174	39	1
OG0001175	39	1
OG0001176	39	1
OG0001177	39	1
OG0001178	39	1
OG0001179	39	1
OG0001180	39	1
OG0001181	39	1
OG0001182	39	1
OG0001183	39	1
OG0001184	39	1
OG0001185	39	1
OG0001186	39	1
OG0001187	39	1
OG0001188	38	0.974359
OG0001189	38	0.974359
OG0001190	39	1
OG0001191	39	1
OG0001192	39	1
OG0001193	39	1
OG0001194	39	1
OG0001195	39	1
OG0001196	39	1
OG0001197	39	1
OG0001198	39	1
OG0001199	39	1
OG0001200	39	1
OG0001201	39	1
OG0001202	38	0.974359
OG0001203	39	1
OG0001204	39	1
OG0001205	39	1
OG0001206	39	1
OG0001207	39	1
OG0001208	39	1
OG0001209	39	1
OG0001210	39	1
OG0001211	39	1
OG0001212	39	1
OG0001213	39	1
OG0001214	39	1
OG0001215	39	1
OG0001216	39	1
OG0001217	39	1
OG0001218	39	1
OG0001219	39	1
OG0001220	39	1
OG0001221	39	1
OG0001222	39	1
OG0001223	39	1
OG0001224	39	1
OG0001225	39	1
OG0001226	39	1
OG0001227	39	1
OG0001228	39	1
OG0001229	39	1
OG0001230	39	1
OG0001231	39	1
OG0001232	39	1
OG0001233	39	1
OG0001234	39	1
OG0001235	39	1
OG0001236	39	1
OG0001237	39	1
OG0001238	39	1
OG0001239	38	0.974359
OG0001240	39	1
OG0001241	39	1
OG0001242	39	1
OG0001243	39	1
OG0001244	39	1
OG0001245	39	1
OG0001246	39	1
OG0001247	38	0.974359
OG0001248	38	0.974359
OG0001249	39	1
OG0001250	39	1
OG0001251	39	1
OG0001252	39	1
OG0001253	39	1
OG0001254	39	1
OG0001255	39	1
OG0001256	39	1
OG0001257	34	0.871795
OG0001258	39	1
OG0001259	39	1
OG0001260	39	1
OG0001261	39	1
OG0001262	39	1
OG0001263	39	1
OG0001264	39	1
OG0001265	39	1
OG0001266	39	1
OG0001267	39	1
OG0001268	39	1
OG0001269	39	1
OG0001270	39	1
OG0001271	39	1
OG0001272	39	1
OG0001273	39	1
OG0001274	39	1
OG0001275	38	0.974359
OG0001276	39	1
OG0001277	39	1
OG0001278	39	1
OG0001279	39	1
OG0001280	39	1
OG0001281	39	1
OG0001282	39	1
OG0001283	39	1
OG0001284	39	1
OG0001285	39	1
OG0001286	39	1
OG0001287	39	1
OG0001288	39	1
OG0001289	39	1
OG0001290	39	1
OG0001291	39	1
OG0001292	39	1
OG0001293	39	1
